Year,Country / territory of asylum/residence,Origin,Population type,Value
2017,Papua New Guinea,Afghanistan,Refugees (incl. refugee-like situations),117
2017,Papua New Guinea,Bangladesh,Refugees (incl. refugee-like situations),20
2017,Papua New Guinea,Egypt,Refugees (incl. refugee-like situations),*
2017,Papua New Guinea,Indonesia,Refugees (incl. refugee-like situations),9368
2017,Papua New Guinea,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),156
2017,Papua New Guinea,Iraq,Refugees (incl. refugee-like situations),47
2017,Papua New Guinea,Lebanon,Refugees (incl. refugee-like situations),*
2017,Papua New Guinea,Sri Lanka,Refugees (incl. refugee-like situations),21
2017,Papua New Guinea,Myanmar,Refugees (incl. refugee-like situations),*
2017,Papua New Guinea,Pakistan,Refugees (incl. refugee-like situations),96
2017,Papua New Guinea,Sudan,Refugees (incl. refugee-like situations),75
2017,Papua New Guinea,Somalia,Refugees (incl. refugee-like situations),39
2017,Papua New Guinea,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2017,Papua New Guinea,Stateless,Refugees (incl. refugee-like situations),79
2017,Poland,Afghanistan,Refugees (incl. refugee-like situations),99
2017,Poland,Armenia,Refugees (incl. refugee-like situations),78
2017,Poland,Azerbaijan,Refugees (incl. refugee-like situations),*
2017,Poland,Bangladesh,Refugees (incl. refugee-like situations),7
2017,Poland,Belarus,Refugees (incl. refugee-like situations),187
2017,Poland,Bhutan,Refugees (incl. refugee-like situations),*
2017,Poland,Central African Rep.,Refugees (incl. refugee-like situations),*
2017,Poland,China,Refugees (incl. refugee-like situations),18
2017,Poland,Cameroon,Refugees (incl. refugee-like situations),10
2017,Poland,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),5
2017,Poland,Congo,Refugees (incl. refugee-like situations),6
2017,Poland,Cuba,Refugees (incl. refugee-like situations),17
2017,Poland,Djibouti,Refugees (incl. refugee-like situations),*
2017,Poland,Algeria,Refugees (incl. refugee-like situations),*
2017,Poland,Egypt,Refugees (incl. refugee-like situations),56
2017,Poland,Eritrea,Refugees (incl. refugee-like situations),30
2017,Poland,Ethiopia,Refugees (incl. refugee-like situations),*
2017,Poland,Georgia,Refugees (incl. refugee-like situations),72
2017,Poland,India,Refugees (incl. refugee-like situations),*
2017,Poland,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),26
2017,Poland,Iraq,Refugees (incl. refugee-like situations),229
2017,Poland,Jordan,Refugees (incl. refugee-like situations),*
2017,Poland,Kazakhstan,Refugees (incl. refugee-like situations),52
2017,Poland,Kenya,Refugees (incl. refugee-like situations),5
2017,Poland,Kyrgyzstan,Refugees (incl. refugee-like situations),45
2017,Poland,Lebanon,Refugees (incl. refugee-like situations),*
2017,Poland,Libya,Refugees (incl. refugee-like situations),22
2017,Poland,Sri Lanka,Refugees (incl. refugee-like situations),49
2017,Poland,Luxembourg,Refugees (incl. refugee-like situations),*
2017,Poland,Morocco,Refugees (incl. refugee-like situations),*
2017,Poland,Rep. of Moldova,Refugees (incl. refugee-like situations),*
2017,Poland,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),*
2017,Poland,Mali,Refugees (incl. refugee-like situations),*
2017,Poland,Mongolia,Refugees (incl. refugee-like situations),19
2017,Poland,Nigeria,Refugees (incl. refugee-like situations),10
2017,Poland,Nepal,Refugees (incl. refugee-like situations),7
2017,Poland,Pakistan,Refugees (incl. refugee-like situations),18
2017,Poland,Philippines,Refugees (incl. refugee-like situations),*
2017,Poland,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),*
2017,Poland,Palestinian,Refugees (incl. refugee-like situations),16
2017,Poland,Russian Federation,Refugees (incl. refugee-like situations),9950
2017,Poland,Rwanda,Refugees (incl. refugee-like situations),5
2017,Poland,Saudi Arabia,Refugees (incl. refugee-like situations),*
2017,Poland,Sudan,Refugees (incl. refugee-like situations),*
2017,Poland,Senegal,Refugees (incl. refugee-like situations),*
2017,Poland,Sierra Leone,Refugees (incl. refugee-like situations),*
2017,Poland,Somalia,Refugees (incl. refugee-like situations),46
2017,Poland,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),*
2017,Poland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),512
2017,Poland,Togo,Refugees (incl. refugee-like situations),*
2017,Poland,Tajikistan,Refugees (incl. refugee-like situations),49
2017,Poland,Turkmenistan,Refugees (incl. refugee-like situations),32
2017,Poland,Tunisia,Refugees (incl. refugee-like situations),*
2017,Poland,Turkey,Refugees (incl. refugee-like situations),17
2017,Poland,Uganda,Refugees (incl. refugee-like situations),6
2017,Poland,Ukraine,Refugees (incl. refugee-like situations),369
2017,Poland,United States of America,Refugees (incl. refugee-like situations),*
2017,Poland,Uzbekistan,Refugees (incl. refugee-like situations),14
2017,Poland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),*
2017,Poland,Viet Nam,Refugees (incl. refugee-like situations),15
2017,Poland,Stateless,Refugees (incl. refugee-like situations),87
2017,Poland,Various/Unknown,Refugees (incl. refugee-like situations),*
2017,Poland,Yemen,Refugees (incl. refugee-like situations),5
2017,Portugal,Afghanistan,Refugees (incl. refugee-like situations),18
2017,Portugal,Angola,Refugees (incl. refugee-like situations),*
2017,Portugal,Albania,Refugees (incl. refugee-like situations),*
2017,Portugal,Armenia,Refugees (incl. refugee-like situations),*
2017,Portugal,Bangladesh,Refugees (incl. refugee-like situations),*
2017,Portugal,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),11
2017,Portugal,Belarus,Refugees (incl. refugee-like situations),17
2017,Portugal,Central African Rep.,Refugees (incl. refugee-like situations),8
2017,Portugal,Côte d'Ivoire,Refugees (incl. refugee-like situations),33
2017,Portugal,Cameroon,Refugees (incl. refugee-like situations),13
2017,Portugal,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),63
2017,Portugal,Congo,Refugees (incl. refugee-like situations),7
2017,Portugal,Colombia,Refugees (incl. refugee-like situations),71
2017,Portugal,Cuba,Refugees (incl. refugee-like situations),6
2017,Portugal,Egypt,Refugees (incl. refugee-like situations),*
2017,Portugal,Eritrea,Refugees (incl. refugee-like situations),140
2017,Portugal,Ethiopia,Refugees (incl. refugee-like situations),*
2017,Portugal,Georgia,Refugees (incl. refugee-like situations),*
2017,Portugal,Ghana,Refugees (incl. refugee-like situations),*
2017,Portugal,Guinea,Refugees (incl. refugee-like situations),103
2017,Portugal,Gambia,Refugees (incl. refugee-like situations),5
2017,Portugal,Guinea-Bissau,Refugees (incl. refugee-like situations),13
2017,Portugal,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),38
2017,Portugal,Iraq,Refugees (incl. refugee-like situations),57
2017,Portugal,Jordan,Refugees (incl. refugee-like situations),*
2017,Portugal,Kenya,Refugees (incl. refugee-like situations),6
2017,Portugal,Liberia,Refugees (incl. refugee-like situations),*
2017,Portugal,Libya,Refugees (incl. refugee-like situations),14
2017,Portugal,Sri Lanka,Refugees (incl. refugee-like situations),48
2017,Portugal,Morocco,Refugees (incl. refugee-like situations),9
2017,Portugal,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),*
2017,Portugal,Mali,Refugees (incl. refugee-like situations),13
2017,Portugal,Mauritania,Refugees (incl. refugee-like situations),*
2017,Portugal,Malawi,Refugees (incl. refugee-like situations),*
2017,Portugal,Malaysia,Refugees (incl. refugee-like situations),*
2017,Portugal,Nigeria,Refugees (incl. refugee-like situations),27
2017,Portugal,Nepal,Refugees (incl. refugee-like situations),*
2017,Portugal,Pakistan,Refugees (incl. refugee-like situations),60
2017,Portugal,Peru,Refugees (incl. refugee-like situations),*
2017,Portugal,Palestinian,Refugees (incl. refugee-like situations),*
2017,Portugal,Russian Federation,Refugees (incl. refugee-like situations),18
2017,Portugal,Rwanda,Refugees (incl. refugee-like situations),*
2017,Portugal,Saudi Arabia,Refugees (incl. refugee-like situations),*
2017,Portugal,Sudan,Refugees (incl. refugee-like situations),*
2017,Portugal,Senegal,Refugees (incl. refugee-like situations),7
2017,Portugal,Sierra Leone,Refugees (incl. refugee-like situations),27
2017,Portugal,Somalia,Refugees (incl. refugee-like situations),51
2017,Portugal,Syrian Arab Rep.,Refugees (incl. refugee-like situations),307
2017,Portugal,Togo,Refugees (incl. refugee-like situations),6
2017,Portugal,Tunisia,Refugees (incl. refugee-like situations),*
2017,Portugal,Turkey,Refugees (incl. refugee-like situations),*
2017,Portugal,Uganda,Refugees (incl. refugee-like situations),*
2017,Portugal,Ukraine,Refugees (incl. refugee-like situations),373
2017,Portugal,Uzbekistan,Refugees (incl. refugee-like situations),*
2017,Portugal,Yemen,Refugees (incl. refugee-like situations),*
2017,Portugal,South Africa,Refugees (incl. refugee-like situations),*
2017,Portugal,Zimbabwe,Refugees (incl. refugee-like situations),*
2017,Paraguay,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),17
2017,Paraguay,Congo,Refugees (incl. refugee-like situations),*
2017,Paraguay,Colombia,Refugees (incl. refugee-like situations),35
2017,Paraguay,Cuba,Refugees (incl. refugee-like situations),65
2017,Paraguay,Germany,Refugees (incl. refugee-like situations),*
2017,Paraguay,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),*
2017,Paraguay,Iraq,Refugees (incl. refugee-like situations),6
2017,Paraguay,Sri Lanka,Refugees (incl. refugee-like situations),*
2017,Paraguay,Russian Federation,Refugees (incl. refugee-like situations),8
2017,Paraguay,Sierra Leone,Refugees (incl. refugee-like situations),*
2017,Paraguay,El Salvador,Refugees (incl. refugee-like situations),*
2017,Paraguay,Syrian Arab Rep.,Refugees (incl. refugee-like situations),53
2017,Paraguay,Turkey,Refugees (incl. refugee-like situations),*
2017,Paraguay,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),5
2017,Paraguay,Viet Nam,Refugees (incl. refugee-like situations),6
2017,Qatar,Egypt,Refugees (incl. refugee-like situations),9
2017,Qatar,Iraq,Refugees (incl. refugee-like situations),137
2017,Qatar,Pakistan,Refugees (incl. refugee-like situations),*
2017,Qatar,Somalia,Refugees (incl. refugee-like situations),8
2017,Qatar,Syrian Arab Rep.,Refugees (incl. refugee-like situations),34
2017,Romania,Afghanistan,Refugees (incl. refugee-like situations),152
2017,Romania,Angola,Refugees (incl. refugee-like situations),5
2017,Romania,Armenia,Refugees (incl. refugee-like situations),*
2017,Romania,Burundi,Refugees (incl. refugee-like situations),6
2017,Romania,Bangladesh,Refugees (incl. refugee-like situations),*
2017,Romania,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),*
2017,Romania,Central African Rep.,Refugees (incl. refugee-like situations),10
2017,Romania,China,Refugees (incl. refugee-like situations),*
2017,Romania,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
2017,Romania,Cameroon,Refugees (incl. refugee-like situations),24
2017,Romania,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),23
2017,Romania,Congo,Refugees (incl. refugee-like situations),7
2017,Romania,Cuba,Refugees (incl. refugee-like situations),*
2017,Romania,Algeria,Refugees (incl. refugee-like situations),*
2017,Romania,Ecuador,Refugees (incl. refugee-like situations),*
2017,Romania,Egypt,Refugees (incl. refugee-like situations),19
2017,Romania,Eritrea,Refugees (incl. refugee-like situations),53
2017,Romania,Ethiopia,Refugees (incl. refugee-like situations),5
2017,Romania,Georgia,Refugees (incl. refugee-like situations),*
2017,Romania,Guinea,Refugees (incl. refugee-like situations),7
2017,Romania,Gambia,Refugees (incl. refugee-like situations),*
2017,Romania,Croatia,Refugees (incl. refugee-like situations),*
2017,Romania,India,Refugees (incl. refugee-like situations),*
2017,Romania,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),66
2017,Romania,Iraq,Refugees (incl. refugee-like situations),806
2017,Romania,Jordan,Refugees (incl. refugee-like situations),7
2017,Romania,Kenya,Refugees (incl. refugee-like situations),*
2017,Romania,Lebanon,Refugees (incl. refugee-like situations),6
2017,Romania,Liberia,Refugees (incl. refugee-like situations),*
2017,Romania,Libya,Refugees (incl. refugee-like situations),6
2017,Romania,Sri Lanka,Refugees (incl. refugee-like situations),*
2017,Romania,Rep. of Moldova,Refugees (incl. refugee-like situations),*
2017,Romania,Myanmar,Refugees (incl. refugee-like situations),29
2017,Romania,Mauritania,Refugees (incl. refugee-like situations),*
2017,Romania,Nigeria,Refugees (incl. refugee-like situations),5
2017,Romania,Pakistan,Refugees (incl. refugee-like situations),40
2017,Romania,Palestinian,Refugees (incl. refugee-like situations),42
2017,Romania,Qatar,Refugees (incl. refugee-like situations),*
2017,Romania,Russian Federation,Refugees (incl. refugee-like situations),*
2017,Romania,Rwanda,Refugees (incl. refugee-like situations),8
2017,Romania,Sudan,Refugees (incl. refugee-like situations),15
2017,Romania,Sierra Leone,Refugees (incl. refugee-like situations),*
2017,Romania,Somalia,Refugees (incl. refugee-like situations),43
2017,Romania,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),*
2017,Romania,South Sudan,Refugees (incl. refugee-like situations),*
2017,Romania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2282
2017,Romania,Turkey,Refugees (incl. refugee-like situations),25
2017,Romania,Ukraine,Refugees (incl. refugee-like situations),37
2017,Romania,Viet Nam,Refugees (incl. refugee-like situations),*
2017,Romania,Stateless,Refugees (incl. refugee-like situations),113
2017,Romania,Yemen,Refugees (incl. refugee-like situations),27
2017,Romania,Zimbabwe,Refugees (incl. refugee-like situations),8
2017,Russian Federation,Afghanistan,Refugees (incl. refugee-like situations),661
2017,Russian Federation,Angola,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Armenia,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Azerbaijan,Refugees (incl. refugee-like situations),15
2017,Russian Federation,Burkina Faso,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Bangladesh,Refugees (incl. refugee-like situations),5
2017,Russian Federation,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),*
2017,Russian Federation,China,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Cameroon,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),5
2017,Russian Federation,Congo,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Germany,Refugees (incl. refugee-like situations),10
2017,Russian Federation,Egypt,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Eritrea,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Georgia,Refugees (incl. refugee-like situations),198
2017,Russian Federation,Guinea,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Gambia,Refugees (incl. refugee-like situations),*
2017,Russian Federation,India,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),6
2017,Russian Federation,Iraq,Refugees (incl. refugee-like situations),24
2017,Russian Federation,Israel,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Italy,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Jordan,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Kazakhstan,Refugees (incl. refugee-like situations),5
2017,Russian Federation,Kyrgyzstan,Refugees (incl. refugee-like situations),25
2017,Russian Federation,Lebanon,Refugees (incl. refugee-like situations),6
2017,Russian Federation,Libya,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Lithuania,Refugees (incl. refugee-like situations),5
2017,Russian Federation,Latvia,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Rep. of Moldova,Refugees (incl. refugee-like situations),21
2017,Russian Federation,Mali,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Nigeria,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Pakistan,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),77
2017,Russian Federation,Portugal,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Palestinian,Refugees (incl. refugee-like situations),9
2017,Russian Federation,Saudi Arabia,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Sudan,Refugees (incl. refugee-like situations),6
2017,Russian Federation,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),*
2017,Russian Federation,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1130
2017,Russian Federation,Tajikistan,Refugees (incl. refugee-like situations),23
2017,Russian Federation,Turkmenistan,Refugees (incl. refugee-like situations),5
2017,Russian Federation,Turkey,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Ukraine,Refugees (incl. refugee-like situations),123600
2017,Russian Federation,United States of America,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Uzbekistan,Refugees (incl. refugee-like situations),79
2017,Russian Federation,Viet Nam,Refugees (incl. refugee-like situations),*
2017,Russian Federation,Stateless,Refugees (incl. refugee-like situations),17
2017,Russian Federation,Yemen,Refugees (incl. refugee-like situations),54
2017,Rwanda,Angola,Refugees (incl. refugee-like situations),5
2017,Rwanda,Burundi,Refugees (incl. refugee-like situations),88209
2017,Rwanda,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),82750
2017,Rwanda,Eritrea,Refugees (incl. refugee-like situations),5
2017,Rwanda,Ethiopia,Refugees (incl. refugee-like situations),*
2017,Rwanda,Guinea,Refugees (incl. refugee-like situations),*
2017,Rwanda,Haiti,Refugees (incl. refugee-like situations),*
2017,Rwanda,Somalia,Refugees (incl. refugee-like situations),*
2017,Rwanda,Chad,Refugees (incl. refugee-like situations),7
2017,Rwanda,United Rep. of Tanzania,Refugees (incl. refugee-like situations),*
2017,Rwanda,Uganda,Refugees (incl. refugee-like situations),*
2017,Saudi Arabia,China,Refugees (incl. refugee-like situations),14
2017,Saudi Arabia,Eritrea,Refugees (incl. refugee-like situations),32
2017,Saudi Arabia,Iraq,Refugees (incl. refugee-like situations),32
2017,Saudi Arabia,Liberia,Refugees (incl. refugee-like situations),7
2017,Saudi Arabia,Palestinian,Refugees (incl. refugee-like situations),9
2017,Saudi Arabia,Russian Federation,Refugees (incl. refugee-like situations),*
2017,Saudi Arabia,Sudan,Refugees (incl. refugee-like situations),*
2017,Saudi Arabia,Somalia,Refugees (incl. refugee-like situations),16
2017,Saudi Arabia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2017,Saudi Arabia,Chad,Refugees (incl. refugee-like situations),9
2017,Saudi Arabia,Tunisia,Refugees (incl. refugee-like situations),6
2017,Saudi Arabia,Uzbekistan,Refugees (incl. refugee-like situations),*
2017,Saudi Arabia,Yemen,Refugees (incl. refugee-like situations),9
2017,Sudan,Afghanistan,Refugees (incl. refugee-like situations),*
2017,Sudan,Burundi,Refugees (incl. refugee-like situations),15
2017,Sudan,Central African Rep.,Refugees (incl. refugee-like situations),2277
2017,Sudan,Cameroon,Refugees (incl. refugee-like situations),7
2017,Sudan,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),59
2017,Sudan,Algeria,Refugees (incl. refugee-like situations),*
2017,Sudan,Egypt,Refugees (incl. refugee-like situations),7
2017,Sudan,Eritrea,Refugees (incl. refugee-like situations),108243
2017,Sudan,Ethiopia,Refugees (incl. refugee-like situations),4273
2017,Sudan,Gambia,Refugees (incl. refugee-like situations),*
2017,Sudan,Iraq,Refugees (incl. refugee-like situations),16
2017,Sudan,Kenya,Refugees (incl. refugee-like situations),*
2017,Sudan,Libya,Refugees (incl. refugee-like situations),*
2017,Sudan,Mali,Refugees (incl. refugee-like situations),*
2017,Sudan,Palestinian,Refugees (incl. refugee-like situations),59
2017,Sudan,Somalia,Refugees (incl. refugee-like situations),208
2017,Sudan,South Sudan,Refugees (incl. refugee-like situations),772715
2017,Sudan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11240
2017,Sudan,Chad,Refugees (incl. refugee-like situations),7458
2017,Sudan,Tunisia,Refugees (incl. refugee-like situations),*
2017,Sudan,United Rep. of Tanzania,Refugees (incl. refugee-like situations),*
2017,Sudan,Uganda,Refugees (incl. refugee-like situations),*
2017,Sudan,Various/Unknown,Refugees (incl. refugee-like situations),8
2017,Sudan,Yemen,Refugees (incl. refugee-like situations),*
2017,Sudan,Zimbabwe,Refugees (incl. refugee-like situations),*
2017,Senegal,Angola,Refugees (incl. refugee-like situations),*
2017,Senegal,Burundi,Refugees (incl. refugee-like situations),55
2017,Senegal,Central African Rep.,Refugees (incl. refugee-like situations),289
2017,Senegal,Côte d'Ivoire,Refugees (incl. refugee-like situations),39
2017,Senegal,Cameroon,Refugees (incl. refugee-like situations),12
2017,Senegal,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),30
2017,Senegal,Congo,Refugees (incl. refugee-like situations),19
2017,Senegal,Algeria,Refugees (incl. refugee-like situations),9
2017,Senegal,Eritrea,Refugees (incl. refugee-like situations),*
2017,Senegal,Ethiopia,Refugees (incl. refugee-like situations),*
2017,Senegal,Ghana,Refugees (incl. refugee-like situations),*
2017,Senegal,Guinea,Refugees (incl. refugee-like situations),10
2017,Senegal,Gambia,Refugees (incl. refugee-like situations),44
2017,Senegal,Liberia,Refugees (incl. refugee-like situations),61
2017,Senegal,Mauritania,Refugees (incl. refugee-like situations),13779
2017,Senegal,Nigeria,Refugees (incl. refugee-like situations),7
2017,Senegal,Rwanda,Refugees (incl. refugee-like situations),274
2017,Senegal,Sudan,Refugees (incl. refugee-like situations),*
2017,Senegal,Somalia,Refugees (incl. refugee-like situations),*
2017,Senegal,Chad,Refugees (incl. refugee-like situations),18
2017,Senegal,Togo,Refugees (incl. refugee-like situations),*
2017,Sierra Leone,Côte d'Ivoire,Refugees (incl. refugee-like situations),17
2017,Sierra Leone,Liberia,Refugees (incl. refugee-like situations),653
2017,Sierra Leone,Mali,Refugees (incl. refugee-like situations),*
2017,Sierra Leone,Sudan,Refugees (incl. refugee-like situations),8
2017,El Salvador,China,Refugees (incl. refugee-like situations),*
2017,El Salvador,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),*
2017,El Salvador,Colombia,Refugees (incl. refugee-like situations),*
2017,El Salvador,Algeria,Refugees (incl. refugee-like situations),*
2017,El Salvador,Guatemala,Refugees (incl. refugee-like situations),*
2017,El Salvador,Honduras,Refugees (incl. refugee-like situations),14
2017,El Salvador,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),*
2017,El Salvador,Iraq,Refugees (incl. refugee-like situations),5
2017,El Salvador,Mexico,Refugees (incl. refugee-like situations),*
2017,El Salvador,Nicaragua,Refugees (incl. refugee-like situations),6
2017,El Salvador,Peru,Refugees (incl. refugee-like situations),*
2017,El Salvador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2017,Somalia,Bangladesh,Refugees (incl. refugee-like situations),6
2017,Somalia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),*
2017,Somalia,Djibouti,Refugees (incl. refugee-like situations),*
2017,Somalia,Eritrea,Refugees (incl. refugee-like situations),49
2017,Somalia,Ethiopia,Refugees (incl. refugee-like situations),3608
2017,Somalia,Iraq,Refugees (incl. refugee-like situations),*
2017,Somalia,Palestinian,Refugees (incl. refugee-like situations),15
2017,Somalia,Sudan,Refugees (incl. refugee-like situations),*
2017,Somalia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),172
2017,Somalia,Turkey,Refugees (incl. refugee-like situations),*
2017,Somalia,United States of America,Refugees (incl. refugee-like situations),*
2017,Somalia,Yemen,Refugees (incl. refugee-like situations),10705
2017,Serbia and Kosovo (S/RES/1244 (1999)),Afghanistan,Refugees (incl. refugee-like situations),2182
2017,Serbia and Kosovo (S/RES/1244 (1999)),Burundi,Refugees (incl. refugee-like situations),*
2017,Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,Refugees (incl. refugee-like situations),*
2017,Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,Refugees (incl. refugee-like situations),8764
2017,Serbia and Kosovo (S/RES/1244 (1999)),Cameroon,Refugees (incl. refugee-like situations),*
2017,Serbia and Kosovo (S/RES/1244 (1999)),Cuba,Refugees (incl. refugee-like situations),5
2017,Serbia and Kosovo (S/RES/1244 (1999)),Ethiopia,Refugees (incl. refugee-like situations),*
2017,Serbia and Kosovo (S/RES/1244 (1999)),Croatia,Refugees (incl. refugee-like situations),5
2017,Serbia and Kosovo (S/RES/1244 (1999)),Croatia,Refugees (incl. refugee-like situations),19038
2017,Serbia and Kosovo (S/RES/1244 (1999)),Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),377
2017,Serbia and Kosovo (S/RES/1244 (1999)),Iraq,Refugees (incl. refugee-like situations),513
2017,Serbia and Kosovo (S/RES/1244 (1999)),Kazakhstan,Refugees (incl. refugee-like situations),*
2017,Serbia and Kosovo (S/RES/1244 (1999)),Lebanon,Refugees (incl. refugee-like situations),*
2017,Serbia and Kosovo (S/RES/1244 (1999)),Libya,Refugees (incl. refugee-like situations),32
2017,Serbia and Kosovo (S/RES/1244 (1999)),Nigeria,Refugees (incl. refugee-like situations),*
2017,Serbia and Kosovo (S/RES/1244 (1999)),Palestinian,Refugees (incl. refugee-like situations),*
2017,Serbia and Kosovo (S/RES/1244 (1999)),Sudan,Refugees (incl. refugee-like situations),5
2017,Serbia and Kosovo (S/RES/1244 (1999)),Somalia,Refugees (incl. refugee-like situations),*
2017,Serbia and Kosovo (S/RES/1244 (1999)),South Sudan,Refugees (incl. refugee-like situations),*
2017,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,Refugees (incl. refugee-like situations),73
2017,Serbia and Kosovo (S/RES/1244 (1999)),Tunisia,Refugees (incl. refugee-like situations),*
2017,Serbia and Kosovo (S/RES/1244 (1999)),Ukraine,Refugees (incl. refugee-like situations),15
2017,Serbia and Kosovo (S/RES/1244 (1999)),Various/Unknown,Refugees (incl. refugee-like situations),1186
2017,South Sudan,Burundi,Refugees (incl. refugee-like situations),*
2017,South Sudan,Central African Rep.,Refugees (incl. refugee-like situations),1869
2017,South Sudan,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),14961
2017,South Sudan,Egypt,Refugees (incl. refugee-like situations),*
2017,South Sudan,Eritrea,Refugees (incl. refugee-like situations),32
2017,South Sudan,Ethiopia,Refugees (incl. refugee-like situations),4555
2017,South Sudan,Rwanda,Refugees (incl. refugee-like situations),*
2017,South Sudan,Sudan,Refugees (incl. refugee-like situations),261983
2017,South Sudan,Somalia,Refugees (incl. refugee-like situations),*
2017,South Sudan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2017,South Sudan,Uganda,Refugees (incl. refugee-like situations),*
2017,Suriname,Bangladesh,Refugees (incl. refugee-like situations),*
2017,Suriname,Cameroon,Refugees (incl. refugee-like situations),*
2017,Suriname,Cuba,Refugees (incl. refugee-like situations),29
2017,Suriname,Jamaica,Refugees (incl. refugee-like situations),*
2017,Suriname,Liberia,Refugees (incl. refugee-like situations),*
2017,Suriname,Nigeria,Refugees (incl. refugee-like situations),*
2017,Slovakia,Afghanistan,Refugees (incl. refugee-like situations),246
2017,Slovakia,Angola,Refugees (incl. refugee-like situations),24
2017,Slovakia,Armenia,Refugees (incl. refugee-like situations),34
2017,Slovakia,Burundi,Refugees (incl. refugee-like situations),*
2017,Slovakia,Benin,Refugees (incl. refugee-like situations),*
2017,Slovakia,Bangladesh,Refugees (incl. refugee-like situations),*
2017,Slovakia,Bulgaria,Refugees (incl. refugee-like situations),8
2017,Slovakia,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),36
2017,Slovakia,China,Refugees (incl. refugee-like situations),5
2017,Slovakia,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
2017,Slovakia,Cameroon,Refugees (incl. refugee-like situations),7
2017,Slovakia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),16
2017,Slovakia,Congo,Refugees (incl. refugee-like situations),*
